"Lugar de residencia";"Población";"Confirmados PDIA";"Confirmados PDIA 14 días";"Tasa PDIA 14 días";"Confirmados PDIA 7 días";"Total Confirmados";"Curados";"Fallecidos";"Fecha"
"Huesa";"2490";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Ibros";"2827";"0";"9";"318,358684117439";"1";"0";"0";"0";"17/02/2021"
"Baeza";"15791";"1";"46";"291,30517383319614";"11";"1";"0";"0";"17/02/2021"
"Iruela (La)";"1879";"0";"1";"53,219797764768494";"1";"0";"0";"0";"17/02/2021"
"Iznatoraf";"942";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Jódar";"11634";"2";"33";"283,65136668385765";"7";"2";"1";"0";"17/02/2021"
"Larva";"474";"0";"1";"210,9704641350211";"0";"0";"0";"0";"17/02/2021"
"Lupión";"820";"0";"1";"121,95121951219512";"1";"0";"0";"1";"17/02/2021"
"Orcera";"1791";"0";"1";"55,83472920156337";"0";"0";"0";"0";"17/02/2021"
"Peal de Becerro";"5240";"0";"12";"229,00763358778627";"3";"0";"0";"0";"17/02/2021"
"Pozo Alcón";"4731";"1";"9";"190,23462270133163";"3";"1";"0";"0";"17/02/2021"
"Puente de Génave";"2159";"0";"1";"46,317739694302915";"0";"0";"0";"0";"17/02/2021"
"Puerta de Segura (La)";"2234";"0";"11";"492,39033124440465";"1";"0";"0";"0";"17/02/2021"
"Quesada";"5196";"1";"19";"365,66589684372593";"4";"1";"6";"0";"17/02/2021"
"Rus";"3531";"1";"5";"141,60294534126311";"3";"1";"0";"0";"17/02/2021"
"Sabiote";"3886";"3";"24";"617,60164693772515";"6";"3";"0";"0";"17/02/2021"
"Santiago-Pontones";"2911";"0";"3";"103,05736860185503";"1";"0";"0";"0";"17/02/2021"
"Santo Tomé";"2129";"0";"3";"140,91122592766558";"1";"0";"0";"0";"17/02/2021"
"Segura de la Sierra";"1803";"0";"3";"166,38935108153078";"1";"0";"0";"0";"17/02/2021"
"Siles";"2220";"1";"6";"270,27027027027026";"1";"1";"0";"0";"17/02/2021"
"Torreperogil";"7222";"1";"61";"844,6413735807256";"12";"1";"0";"0";"17/02/2021"
"Torres de Albánchez";"770";"0";"1";"129,87012987012986";"0";"0";"0";"0";"17/02/2021"
"Úbeda";"34329";"13";"140";"407,8184625243963";"40";"14";"1";"0";"17/02/2021"
"Villacarrillo";"10673";"0";"25";"234,2359224210625";"2";"0";"0";"0";"17/02/2021"
"Villanueva del Arzobispo";"8078";"2";"52";"643,72369398365936";"16";"2";"0";"0";"17/02/2021"
"Villarrodrigo";"391";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Municipio de Jaén sin especificar";"0";"0";"4";NA;"2";"0";"0";"0";"17/02/2021"
"Alcaucín";"2279";"0";"1";"43,87889425186485";"1";"0";"0";"0";"17/02/2021"
"Alfarnate";"1065";"0";"2";"187,79342723004694";"1";"0";"0";"0";"17/02/2021"
"Alfarnatejo";"364";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Algarrobo";"6556";"1";"17";"259,30445393532642";"9";"1";"0";"0";"17/02/2021"
"Almáchar";"1817";"0";"2";"110,0715465052284";"0";"0";"0";"0";"17/02/2021"
"Árchez";"385";"0";"4";"1038,9610389610389";"4";"0";"0";"0";"17/02/2021"
"Arenas";"1177";"-1";"6";"509,77060322854715";"3";"-1";"0";"0";"17/02/2021"
"Benamargosa";"1535";"0";"1";"65,146579804560261";"0";"0";"0";"0";"17/02/2021"
"Benamocarra";"3046";"0";"6";"196,97964543663821";"1";"0";"0";"0";"17/02/2021"
"Borge (El)";"922";"0";"2";"216,91973969631238";"1";"0";"0";"0";"17/02/2021"
"Canillas de Aceituno";"1680";"-1";"3";"178,57142857142858";"3";"-1";"-3";"0";"17/02/2021"
"Canillas de Albaida";"759";"0";"4";"527,00922266139662";"3";"0";"0";"0";"17/02/2021"
"Casabermeja";"3629";"0";"5";"137,77900248002206";"3";"0";"0";"0";"17/02/2021"
"Colmenar";"3409";"2";"10";"293,34115576415371";"4";"2";"0";"0";"17/02/2021"
"Comares";"1330";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Cómpeta";"3967";"0";"3";"75,623897151499875";"3";"0";"0";"0";"17/02/2021"
"Cútar";"616";"0";"1";"162,33766233766235";"1";"0";"0";"0";"17/02/2021"
"Frigiliana";"3062";"0";"1";"32,65839320705421";"0";"0";"0";"0";"17/02/2021"
"Iznate";"907";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Nerja";"21144";"1";"27";"127,69580022701476";"8";"1";"0";"0";"17/02/2021"
"Periana";"3089";"2";"12";"388,47523470378763";"9";"2";"1";"0";"17/02/2021"
"Riogordo";"2723";"0";"7";"257,0694087403599";"1";"0";"0";"0";"17/02/2021"
"Salares";"173";"3";"0";"0";"0";"3";"2";"1";"17/02/2021"
"Sayalonga";"1568";"0";"2";"127,55102040816327";"0";"0";"0";"0";"17/02/2021"
"Sedella";"576";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Torrox";"17943";"0";"12";"66,878448419996658";"4";"0";"1";"0";"17/02/2021"
"Vélez-Málaga";"82365";"9";"216";"262,2473137861956";"83";"9";"8";"0";"17/02/2021"
"Viñuela";"2055";"1";"2";"97,323600973236012";"2";"1";"0";"0";"17/02/2021"
"Benahavís";"7748";"1";"24";"309,75735673722249";"10";"1";"0";"0";"17/02/2021"
"Benalmádena";"69144";"20";"303";"438,21589725789659";"87";"20";"10";"1";"17/02/2021"
"Casares";"6883";"3";"33";"479,44210373383697";"14";"3";"0";"0";"17/02/2021"
"Estepona";"70228";"16";"561";"798,82667881756561";"147";"16";"8";"0";"17/02/2021"
"Fuengirola";"82837";"8";"339";"409,23741806197711";"131";"8";"14";"0";"17/02/2021"
"Istán";"1494";"0";"5";"334,67202141900935";"2";"0";"0";"0";"17/02/2021"
"Manilva";"16439";"5";"100";"608,3095078776081";"37";"5";"5";"1";"17/02/2021"
"Marbella";"147633";"49";"1039";"703,7721918541248";"392";"49";"10";"1";"17/02/2021"
"Mijas";"85397";"11";"405";"474,25553590875558";"122";"11";"9";"2";"17/02/2021"
"Ojén";"3816";"0";"23";"602,72536687631032";"8";"0";"0";"0";"17/02/2021"
"Torremolinos";"69166";"13";"203";"293,49680478847989";"61";"14";"9";"0";"17/02/2021"
"Alameda";"5387";"2";"22";"408,39056989047708";"7";"2";"3";"0";"17/02/2021"
"Almargen";"1947";"0";"7";"359,52747817154597";"3";"0";"6";"0";"17/02/2021"
"Antequera";"41318";"18";"173";"418,70371266760247";"74";"18";"3";"0";"17/02/2021"
"Archidona";"8168";"1";"13";"159,15768854064643";"6";"1";"2";"0";"17/02/2021"
"Campillos";"8387";"3";"25";"298,08036246572078";"11";"3";"3";"0";"17/02/2021"
"Cañete la Real";"1633";"2";"21";"1285,9767299448868";"4";"2";"0";"0";"17/02/2021"
"Cuevas Bajas";"1370";"0";"1";"72,992700729927009";"0";"0";"0";"0";"17/02/2021"
"Cuevas de San Marcos";"3601";"1";"19";"527,63121355179112";"6";"1";"0";"0";"17/02/2021"
"Fuente de Piedra";"2662";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Humilladero";"3297";"1";"4";"121,32241431604488";"2";"1";"3";"0";"17/02/2021"
"Mollina";"5276";"2";"13";"246,39878695981804";"4";"2";"1";"0";"17/02/2021"
"Sierra de Yeguas";"3318";"0";"1";"30,138637733574441";"0";"0";"0";"0";"17/02/2021"
"Teba";"3744";"0";"20";"534,18803418803418";"4";"0";"0";"0";"17/02/2021"
"Valle de Abdalajís";"2502";"0";"4";"159,87210231814549";"1";"0";"0";"0";"17/02/2021"
"Villanueva de Algaidas";"4148";"1";"13";"313,40405014464801";"7";"1";"1";"0";"17/02/2021"
"Villanueva de la Concepción";"3288";"0";"2";"60,827250608272507";"0";"0";"0";"0";"17/02/2021"
"Villanueva de Tapia";"1460";"0";"4";"273,97260273972603";"1";"0";"0";"0";"17/02/2021"
"Villanueva del Rosario";"3362";"0";"10";"297,44199881023201";"3";"0";"0";"0";"17/02/2021"
"Villanueva del Trabuco";"5308";"5";"48";"904,29540316503392";"18";"5";"2";"0";"17/02/2021"
"Almogía";"3792";"0";"1";"26,371308016877638";"1";"0";"0";"0";"17/02/2021"
"Macharaviaya";"513";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Málaga (capital)";"578460";"127";"2419";"418,17930366836083";"762";"127";"95";"5";"17/02/2021"
"Moclinejo";"1251";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Rincón de la Victoria";"48768";"8";"108";"221,45669291338584";"32";"8";"6";"0";"17/02/2021"
"Totalán";"737";"0";"1";"135,68521031207598";"1";"0";"0";"0";"17/02/2021"
"Algatocín";"814";"0";"7";"859,95085995085992";"1";"0";"2";"0";"17/02/2021"
"Alpandeire";"263";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Arriate";"4082";"0";"18";"440,96031357177856";"5";"0";"0";"0";"17/02/2021"
"Atajate";"169";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Benadalid";"233";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Benalauría";"438";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Benaoján";"1453";"2";"25";"1720,5781142463868";"8";"2";"1";"0";"17/02/2021"
"Benarrabá";"446";"0";"1";"224,2152466367713";"0";"0";"0";"0";"17/02/2021"
"Burgo (El)";"1792";"0";"6";"334,82142857142856";"1";"0";"0";"0";"17/02/2021"
"Cartajima";"242";"0";"1";"413,22314049586777";"1";"0";"0";"0";"17/02/2021"
"Cortes de la Frontera";"3065";"1";"21";"685,1549755301794";"7";"1";"2";"0";"17/02/2021"
"Cuevas del Becerro";"1597";"0";"1";"62,61740763932373";"0";"0";"0";"0";"17/02/2021"
"Faraján";"261";"0";"1";"383,14176245210729";"1";"0";"0";"0";"17/02/2021"
"Gaucín";"1589";"1";"12";"755,19194461925736";"6";"1";"1";"0";"17/02/2021"
"Genalguacil";"393";"0";"2";"508,90585241730281";"0";"0";"0";"0";"17/02/2021"
"Igualeja";"752";"0";"2";"265,95744680851061";"0";"0";"0";"0";"17/02/2021"
"Jimera de Líbar";"379";"0";"1";"263,85224274406335";"0";"0";"0";"0";"17/02/2021"
"Jubrique";"523";"0";"2";"382,4091778202677";"0";"0";"0";"0";"17/02/2021"
"Júzcar";"214";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Montecorto";"586";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Montejaque";"949";"0";"6";"632,24446786090618";"0";"0";"2";"0";"17/02/2021"
"Parauta";"239";"0";"1";"418,41004184100416";"1";"0";"0";"0";"17/02/2021"
"Pujerra";"308";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Ronda";"33730";"7";"275";"815,29795434331459";"88";"7";"18";"0";"17/02/2021"
"Serrato";"482";"0";"5";"1037,344398340249";"1";"0";"1";"0";"17/02/2021"
"Alhaurín de la Torre";"41170";"4";"146";"354,62715569589506";"34";"4";"8";"0";"17/02/2021"
"Alhaurín el Grande";"25358";"6";"57";"224,78113415884533";"18";"6";"14";"0";"17/02/2021"
"Álora";"13112";"0";"46";"350,82367297132396";"1";"0";"3";"0";"17/02/2021"
"Alozaina";"2061";"0";"10";"485,20135856380398";"6";"0";"0";"0";"17/02/2021"
"Ardales";"2506";"1";"1";"39,904229848363926";"1";"1";"0";"0";"17/02/2021"
"Carratraca";"740";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Cártama";"26738";"5";"100";"373,99955120053858";"38";"5";"3";"0";"17/02/2021"
"Casarabonela";"2514";"0";"2";"79,554494828957843";"0";"0";"0";"0";"17/02/2021"
"Coín";"22673";"4";"92";"405,76897631544125";"22";"4";"7";"0";"17/02/2021"
"Guaro";"2280";"0";"6";"263,15789473684208";"1";"0";"0";"0";"17/02/2021"
"Monda";"2697";"2";"8";"296,62588060808304";"4";"2";"3";"0";"17/02/2021"
"Pizarra";"9444";"3";"47";"497,67047861075815";"15";"3";"1";"0";"17/02/2021"
"Tolox";"2136";"-1";"1";"46,816479400749067";"0";"-1";"1";"0";"17/02/2021"
"Yunquera";"2869";"0";"5";"174,27675148135239";"1";"0";"0";"0";"17/02/2021"
"Municipio de Málaga sin especificar";"0";"1";"20";NA;"5";"1";"2";"0";"17/02/2021"
"Albaida del Aljarafe";"3201";"0";"3";"93,720712277413313";"0";"0";"1";"0";"17/02/2021"
"Almensilla";"6175";"1";"9";"145,748987854251";"2";"1";"0";"0";"17/02/2021"
"Aznalcázar";"4588";"0";"11";"239,75588491717525";"3";"0";"0";"0";"17/02/2021"
"Aznalcóllar";"6083";"0";"1";"16,43925694558606";"0";"0";"0";"0";"17/02/2021"
"Benacazón";"7222";"0";"15";"207,69869842148989";"2";"0";"5";"0";"17/02/2021"
"Bollullos de la Mitación";"10931";"-1";"30";"274,44881529594733";"4";"-1";"2";"0";"17/02/2021"
"Bormujos";"22180";"4";"88";"396,75383228133455";"28";"4";"1";"0";"17/02/2021"
"Camas";"27560";"11";"149";"540,63860667634253";"59";"11";"2";"0";"17/02/2021"
"Carrión de los Céspedes";"2547";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Castilleja de Guzmán";"2833";"0";"7";"247,08789269325803";"2";"0";"0";"0";"17/02/2021"
"Castilleja de la Cuesta";"17516";"0";"47";"268,32610184973737";"9";"0";"3";"0";"17/02/2021"
"Castilleja del Campo";"640";"0";"1";"156,25";"0";"0";"0";"0";"17/02/2021"
"Chucena";"2223";"1";"5";"224,92127755285651";"4";"1";"0";"0";"17/02/2021"
"Coria del Río";"30908";"12";"174";"562,96104568396527";"47";"12";"0";"0";"17/02/2021"
"Espartinas";"15824";"5";"33";"208,54398382204246";"10";"5";"1";"0";"17/02/2021"
"Gelves";"10193";"0";"17";"166,78112430099088";"7";"0";"0";"0";"17/02/2021"
"Gines";"13428";"0";"36";"268,0965147453083";"7";"0";"1";"0";"17/02/2021"
"Hinojos";"3961";"0";"2";"50,492299924261552";"0";"0";"0";"0";"17/02/2021"
"Huévar del Aljarafe";"3060";"0";"3";"98,039215686274517";"0";"0";"0";"0";"17/02/2021"
"Isla Mayor";"5825";"8";"38";"652,36051502145926";"25";"8";"1";"0";"17/02/2021"
"Mairena del Aljarafe";"46555";"3";"113";"242,72366018687575";"39";"3";"8";"0";"17/02/2021"
"Olivares";"9466";"3";"17";"179,59011197971688";"10";"3";"1";"0";"17/02/2021"
"Palomares del Río";"8843";"0";"10";"113,0837950921633";"0";"0";"0";"0";"17/02/2021"
"Pilas";"13952";"1";"50";"358,37155963302752";"18";"1";"0";"0";"17/02/2021"
"Puebla del Río (La)";"11920";"3";"52";"436,24161073825502";"14";"3";"0";"0";"17/02/2021"
"Salteras";"5564";"0";"11";"197,69949676491731";"6";"0";"0";"0";"17/02/2021"
"San Juan de Aznalfarache";"21774";"3";"79";"362,81803986405805";"30";"3";"3";"0";"17/02/2021"
"Sanlúcar la Mayor";"13943";"2";"30";"215,16172990030839";"10";"2";"0";"0";"17/02/2021"
"Santiponce";"8538";"0";"21";"245,95924104005621";"2";"0";"0";"0";"17/02/2021"
"Tomares";"25455";"3";"66";"259,28108426635237";"21";"3";"0";"0";"17/02/2021"
"Umbrete";"9000";"1";"8";"88,888888888888886";"5";"1";"1";"0";"17/02/2021"
"Valencina de la Concepción";"7776";"3";"37";"475,8230452674897";"15";"3";"0";"0";"17/02/2021"
"Villamanrique de la Condesa";"4477";"0";"29";"647,75519320973865";"8";"0";"0";"0";"17/02/2021"
"Villanueva del Ariscal";"6591";"0";"38";"576,54377181004395";"17";"0";"3";"0";"17/02/2021"
"Sevilla (capital)";"691395";"170";"2370";"342,78523853947456";"791";"170";"146";"6";"17/02/2021"
"Aguadulce";"2035";"1";"2";"98,280098280098287";"1";"1";"0";"0";"17/02/2021"
"Algámitas";"1253";"0";"4";"319,23383878691141";"0";"0";"4";"0";"17/02/2021"
"Badolatosa";"3079";"0";"3";"97,434231893471903";"0";"0";"2";"0";"17/02/2021"
"Cañada Rosal";"3325";"0";"1";"30,075187969924812";"0";"0";"1";"0";"17/02/2021"
"Casariche";"5429";"0";"15";"276,29397679130597";"4";"0";"4";"0";"17/02/2021"
"Corrales (Los)";"3938";"1";"27";"685,62722194007108";"12";"1";"3";"0";"17/02/2021"
"Écija";"39893";"1";"49";"122,82856641516055";"20";"1";"15";"0";"17/02/2021"
"Estepa";"12497";"5";"49";"392,09410258462032";"29";"5";"7";"0";"17/02/2021"
"Fuentes de Andalucía";"7152";"0";"6";"83,892617449664428";"1";"0";"0";"0";"17/02/2021"
"Gilena";"3727";"0";"3";"80,493694660584922";"0";"0";"8";"0";"17/02/2021"
"Herrera";"6464";"0";"11";"170,17326732673268";"5";"0";"2";"0";"17/02/2021"
"Lantejuela";"3846";"0";"7";"182,00728029121166";"3";"0";"3";"0";"17/02/2021"
"Lora de Estepa";"873";"0";"1";"114,5475372279496";"0";"0";"0";"0";"17/02/2021"
"Luisiana (La)";"4578";"0";"2";"43,6871996505024";"1";"0";"4";"0";"17/02/2021"
"Marchena";"19329";"2";"46";"237,98437580837083";"18";"2";"8";"0";"17/02/2021"
"Marinaleda";"2592";"0";"7";"270,06172839506172";"0";"0";"0";"0";"17/02/2021"
"Martín de la Jara";"2665";"0";"4";"150,09380863039399";"0";"0";"1";"0";"17/02/2021"
"Osuna";"17621";"0";"21";"119,17598320186141";"8";"0";"28";"0";"17/02/2021"
"Pedrera";"5158";"1";"12";"232,64831329972858";"5";"1";"1";"0";"17/02/2021"
"Puebla de Cazalla (La)";"10932";"4";"33";"301,86608122941823";"14";"4";"2";"0";"17/02/2021"
"Roda de Andalucía (La)";"4175";"0";"10";"239,52095808383234";"4";"0";"2";"0";"17/02/2021"
"Rubio (El)";"3369";"1";"10";"296,82398337785691";"2";"1";"1";"0";"17/02/2021"
"Saucejo (El)";"4235";"1";"21";"495,8677685950413";"7";"1";"1";"0";"17/02/2021"
"Villanueva de San Juan";"1090";"1";"10";"917,43119266055044";"4";"1";"0";"0";"17/02/2021"
"Alanís";"1706";"1";"8";"468,93317702227432";"6";"1";"0";"0";"17/02/2021"
"Alcalá del Río";"12186";"4";"140";"1148,8593467914";"47";"4";"0";"0";"17/02/2021"
"Alcolea del Río";"3347";"3";"32";"956,08007170600536";"10";"3";"0";"0";"17/02/2021"
"Algaba (La)";"16503";"1";"145";"878,62812821911166";"43";"1";"0";"0";"17/02/2021"
"Almadén de la Plata";"1307";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Arroyomolinos de León";"947";"1";"1";"105,59662090813094";"1";"1";"0";"0";"17/02/2021"
"Brenes";"12501";"3";"67";"535,95712343012553";"26";"3";"0";"0";"17/02/2021"
"Burguillos";"6766";"0";"12";"177,35737511084835";"2";"0";"2";"0";"17/02/2021"
"Cala";"1159";"1";"1";"86,281276962899057";"1";"1";"0";"0";"17/02/2021"
"Campana (La)";"5238";"2";"55";"1050,0190912562045";"21";"2";"0";"0";"17/02/2021"
"Cantillana";"10736";"0";"61";"568,18181818181813";"24";"0";"1";"0";"17/02/2021"
"Carmona";"28834";"4";"85";"294,79087188735519";"21";"4";"5";"0";"17/02/2021"
"Castilblanco de los Arroyos";"4899";"0";"10";"204,12329046744233";"1";"0";"3";"0";"17/02/2021"
"Castillo de las Guardas (El)";"1468";"4";"19";"1294,2779291553134";"12";"4";"0";"0";"17/02/2021"
"Cazalla de la Sierra";"4684";"-1";"9";"192,14346712211784";"5";"-1";"1";"0";"17/02/2021"
"Constantina";"5864";"2";"8";"136,4256480218281";"6";"2";"0";"0";"17/02/2021"
"Garrobo (El)";"782";"0";"5";"639,38618925831202";"0";"0";"0";"0";"17/02/2021"
"Gerena";"7674";"0";"7";"91,217096690122489";"0";"0";"0";"0";"17/02/2021"
"Guadalcanal";"2608";"0";"21";"805,21472392638032";"7";"0";"0";"0";"17/02/2021"
"Guillena";"12903";"8";"117";"906,76586840269704";"39";"8";"0";"1";"17/02/2021"
"Lora del Río";"18630";"19";"154";"826,62372517444976";"68";"19";"0";"0";"17/02/2021"
"Madroño (El)";"287";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Mairena del Alcor";"23698";"4";"94";"396,65794581821251";"37";"4";"1";"1";"17/02/2021"
"Navas de la Concepción (Las)";"1542";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Pedroso (El)";"2009";"0";"4";"199,10403185664509";"0";"0";"0";"0";"17/02/2021"
"Puebla de los Infantes (La)";"2980";"0";"5";"167,78523489932886";"0";"0";"0";"1";"17/02/2021"
"Real de la Jara (El)";"1494";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Rinconada (La)";"39062";"7";"325";"832,01064973631662";"121";"7";"1";"0";"17/02/2021"
"Ronquillo (El)";"1377";"0";"9";"653,59477124183002";"4";"0";"0";"0";"17/02/2021"
"San Nicolás del Puerto";"596";"0";"4";"671,14093959731542";"2";"0";"2";"0";"17/02/2021"
"Santa Olalla del Cala";"2022";"0";"1";"49,455984174085067";"1";"0";"0";"0";"17/02/2021"
"Tocina";"9486";"1";"36";"379,5066413662239";"18";"1";"0";"0";"17/02/2021"
"Villanueva del Río y Minas";"4847";"0";"10";"206,31318341242005";"1";"0";"0";"0";"17/02/2021"
"Villaverde del Río";"7842";"2";"56";"714,10354501402708";"20";"2";"0";"0";"17/02/2021"
"Viso del Alcor (El)";"19324";"4";"80";"413,99296211964395";"25";"4";"5";"1";"17/02/2021"
"Zufre";"796";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Alcalá de Guadaíra";"75533";"17";"370";"489,85211761746524";"143";"17";"8";"0";"17/02/2021"
"Arahal";"19533";"0";"81";"414,68284441714025";"29";"0";"0";"0";"17/02/2021"
"Cabezas de San Juan (Las)";"16358";"2";"58";"354,5665729306761";"18";"2";"1";"1";"17/02/2021"
"Coripe";"1238";"0";"18";"1453,9579967689822";"0";"0";"0";"0";"17/02/2021"
"Coronil (El)";"4717";"3";"30";"635,99745601017594";"11";"3";"0";"0";"17/02/2021"
"Cuervo de Sevilla (El)";"8656";"0";"18";"207,94824399260628";"0";"0";"1";"0";"17/02/2021"
"Dos Hermanas";"135050";"29";"572";"423,54683450573862";"171";"29";"18";"2";"17/02/2021"
"Lebrija";"27578";"2";"85";"308,21669446660383";"36";"2";"1";"1";"17/02/2021"
"Molares (Los)";"3518";"0";"38";"1080,1591813530415";"6";"0";"0";"0";"17/02/2021"
"Montellano";"7053";"1";"19";"269,38891251949525";"10";"1";"0";"0";"17/02/2021"
"Morón de la Frontera";"27633";"6";"104";"376,36159664169651";"25";"6";"0";"1";"17/02/2021"
"Palacios y Villafranca (Los)";"38548";"6";"119";"308,70602884715163";"30";"6";"19";"1";"17/02/2021"
"Palmar de Troya (El)";"2343";"1";"4";"170,72129748186086";"1";"1";"0";"0";"17/02/2021"
"Paradas";"6857";"3";"78";"1137,5236984103835";"26";"3";"0";"0";"17/02/2021"
"Pruna";"2605";"0";"4";"153,55086372360844";"0";"0";"0";"0";"17/02/2021"
"Utrera";"50962";"20";"274";"537,65550802558766";"80";"20";"-1";"2";"17/02/2021"
"Municipio de Sevilla sin especificar";"0";"0";"44";NA;"8";"0";"0";"1";"17/02/2021"
"Abla";"1248";"0";"2";"160,25641025641025";"0";"0";"0";"0";"18/02/2021"
"Abrucena";"1183";"0";"7";"591,71597633136093";"4";"0";"0";"0";"18/02/2021"
"Alboloduy";"609";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Alcudia de Monteagud";"138";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Alhabia";"677";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Alhama de Almería";"3691";"0";"21";"568,95150365754535";"6";"0";"1";"0";"18/02/2021"
"Alicún";"201";"0";"1";"497,5124378109453";"0";"0";"0";"0";"18/02/2021"
"Almería (capital)";"201322";"35";"1212";"602,02064354615993";"315";"35";"66";"1";"18/02/2021"
"Almócita";"176";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Alsodux";"125";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Beires";"120";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Benahadux";"4481";"0";"18";"401,69604998884176";"4";"0";"0";"0";"18/02/2021"
"Benitagla";"58";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Benizalón";"262";"0";"1";"381,67938931297709";"0";"0";"0";"0";"18/02/2021"
"Bentarique";"240";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Canjáyar";"1189";"0";"3";"252,31286795626576";"2";"0";"0";"0";"18/02/2021"
"Carboneras";"8105";"5";"48";"592,22702035780378";"11";"5";"10";"0";"18/02/2021"
"Castro de Filabres";"120";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Fiñana";"1984";"0";"7";"352,82258064516128";"1";"0";"1";"1";"18/02/2021"
"Gádor";"3034";"0";"9";"296,6381015161503";"1";"0";"3";"0";"18/02/2021"
"Gérgal";"1080";"1";"4";"370,37037037037038";"3";"1";"0";"0";"18/02/2021"
"Huécija";"486";"0";"1";"205,76131687242798";"0";"0";"0";"0";"18/02/2021"
"Huércal de Almería";"17917";"8";"129";"719,98660490037389";"42";"8";"6";"0";"18/02/2021"
"Íllar";"405";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Instinción";"448";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Lubrín";"1449";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Lucainena de las Torres";"564";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Nacimiento";"496";"0";"1";"201,61290322580646";"0";"0";"0";"0";"18/02/2021"
"Níjar";"31666";"1";"141";"445,27253205330641";"31";"1";"21";"0";"18/02/2021"
"Ohanes";"558";"0";"2";"358,42293906810033";"1";"0";"0";"0";"18/02/2021"
"Olula de Castro";"191";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Padules";"414";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Pechina";"4103";"0";"13";"316,84133560809164";"3";"0";"12";"0";"18/02/2021"
"Rágol";"303";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Rioja";"1453";"0";"5";"344,11562284927737";"1";"0";"0";"0";"18/02/2021"
"Santa Cruz de Marchena";"199";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Santa Fe de Mondújar";"461";"0";"1";"216,91973969631238";"0";"0";"0";"0";"18/02/2021"
"Senés";"289";"0";"7";"2422,1453287197232";"1";"0";"0";"0";"18/02/2021"
"Sorbas";"2436";"1";"4";"164,20361247947454";"1";"1";"3";"0";"18/02/2021"
"Tabernas";"3717";"0";"17";"457,35808447672855";"4";"0";"0";"0";"18/02/2021"
"Tahal";"336";"0";"1";"297,61904761904759";"0";"0";"0";"0";"18/02/2021"
"Terque";"365";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Tres Villas (Las)";"565";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Turrillas";"248";"0";"2";"806,45161290322585";"0";"0";"0";"0";"18/02/2021"
"Uleila del Campo";"822";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Velefique";"230";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Viator";"5978";"3";"51";"853,1281365005018";"19";"3";"0";"0";"18/02/2021"
"Albanchez";"687";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Albox";"12083";"2";"39";"322,76752462136886";"6";"2";"9";"1";"18/02/2021"
"Alcóntar";"514";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Antas";"3315";"0";"44";"1327,3001508295627";"10";"0";"7";"0";"18/02/2021"
